href,tag,title,preview_text,date,views,full_text
https://tv-karelia.ru/pozhilaya-petrozavodchanka-hotela-prodat-komnatu-no-lishilas-deneg/,Происшествия,"Пожилая петрозаводчанка хотела продать комнату, но лишилась денег",Женщина перевела на счет мошенников миллион рублей.,16.11.2023,557 ,"
Жительница Петрозаводска была обманута при продаже недвижимости. Подробности сообщила пресс-служба МВД Карелии.
С заявлением о мошенничестве обратилась внучка пострадавшей. Она рассказала правоохранителям, что в минувшее воскресенье ее бабушка разместила на одном из сайтов объявление о продаже комнаты. В чате приложения с ней связался неизвестный и сказал, что хочет купить недвижимость. После разговора с ним петрозаводчанка получила на телефон уведомление о переводе миллиона рублей на ее банковский счет. В реальности деньги не поступили, но женщина это не проверила.
Спустя несколько дней покупатель перезвонил вновь, отказался от сделки и попросил вернуть деньги. Вместе с внучкой женщина отправилась в банк и перевела необходимую сумму на счет, который ей продиктовал собеседник. Позже она узнала, что рассталась со своими личными сбережениями.
В настоящее время полицейские выясняют все обстоятельства произошедшего. Возбуждено уголовное дело.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-petrozavodske-budet-postroen-onkologicheskij-czentr/,Медицина,В Петрозаводске будет построен онкологический центр,Также предусмотрены средства на завершение строительства блоков А и Б поликлиники на Древлянке в Петрозаводске.,16.11.2023,712 ,"
Депутаты Госдумы предусмотрели средства на строительство онкологического центра в Карелии, сообщает Управление пресс-службы Главы республики. Также предусмотрены средства на завершение строительства блоков А и Б поликлиники на Древлянке в Петрозаводске. Законопроект о бюджете РФ на 2024 год и плановый период 2025-2026 годов был принят во втором чтении 15 ноября. Строка «Строительство межрайонной больницы с поликлиникой в г. Петрозаводск» значится в разделе «Здравоохранение» законопроекта.
«По онкоцентру с нашей стороны проведена вся необходимая подготовительная работа – проект получил положительное заключение Главгосэкспертизы России, все документы направлены в Минздрав РФ. Сейчас для нас главное — получить финансирование на строительство этого объекта. Процесс непростой, этапы финансирования могут меняться, исходя из современных вызовов, но не сомневаюсь, что совместными усилиями нам удастся реализовать этот важнейший проект», — рассказал глава республики Артур Парфенчиков.
Также глава Карелии напомнил, что на блоках А и Б сейчас активно идут работы. В блоке «А» на первом этаже будет размещено приемное и диагностические отделения, на втором – эндокринологическое. Третий этаж займет ревматологическое отделение и республиканский ревматологический центр. Четвертый уйдет под отделение челюстно-лицевой хирургии, пятый – под отделение оториноларингологии. Шестой займут три операционных зала и отделение анестезиологии-реанимации с палатой ИТАР. В блок «Б» из Детской республиканской больницы переедет детская поликлиника.
Фото: Управление пресс-службы Главы Республики Карелия
 
"
https://tv-karelia.ru/v-petrozavodske-projdet-tradiczionnaya-blagotvoritelnaya-akcziya-dobryj-shkaf-2/,Общество,В Петрозаводске пройдет традиционная благотворительная акция «Добрый шкаф»,Мобильный пункт приема вещей будет работать 22 и 23 ноября.,16.11.2023,959 ,"
Петрозаводчан приглашают поучаствовать в традиционной благотворительной акции «Добрый шкаф».
Мобильный пункт приема вещей будет работать 22 ноября с 16:00 до 19:00 на улице Ровио, 11 (парковка у входа в ТЦ «Добрыня») и 23 ноября с 16:00 до 19:00 на улице Чапаева, 49 (парковка у входа в ТЦ «Чапаевский»).
В этих местах остановится автомобиль «Газель», в котором будут принимать мужскую, женскую, детскую одежду и обувь, постельное белье, а также товары первой необходимости для людей, оказавшихся в трудной жизненной ситуации.
Организаторы акции обращают внимание на то, что вещи должны быть чистыми и готовыми к использованию, белье и чулочно-носочные изделия — новыми, уточнили в пресс-службе городской мэрии.

"
https://tv-karelia.ru/avtomobil-skoroj-pomoshhi-perevernulsya-v-czentre-petrozavodska/,Происшествия,Автомобиль скорой помощи перевернулся в центре Петрозаводска,ДТП произошло на перекрестке Куйбышева и Ленина сегодня утром.,16.11.2023,3235 ,"
Авария со скорой произошла сегодня утром в 8:19 на пересечении проспекта Ленина и Куйбышева в центре Петрозаводска.
Скорая помощь ехала экстренный вызов по Куйбышева, в это время сверху по Ленина двигался автомобиль. 65-летний водитель автомобиля Nissan X-Trail не пропустил карету скорой, произошло столкновение.
Удар пришелся в заднюю часть автомобиля медиков, после чего он опрокинулся.
В ДТП пострадал фельдшер, сообщил глава Минздрава Карелии Михаил Охлопков. Водителю автомобиля Nissan и пассажиру скорой оказали разовую медицинская помощь, уточнили в ГИБДД.
На экстренный вызов к пациенту, к которому ехала скорая, была отправлена ещё одна бригада СМП.
Фото: ГТРК Карелия

https://tv-karelia.ru/wp-content/uploads/2023/11/video_2023-11-16_09-21-10.mp4
https://tv-karelia.ru/wp-content/uploads/2023/11/video_2023-11-16_09-20-46.mp4
Видео: ГТРК Карелия
Инцидент попал в объектив камеры наблюдения компании CityLink.

"
https://tv-karelia.ru/na-trassah-karelii-ustanovleny-novye-kompleksy-fotofiksaczii-narushenij-pdd/,Общество,На трассах Карелии установлены новые комплексы фотофиксации нарушений ПДД,Сегодня в системе фотовидеофиксации в республике задействовано 142 комплекса.,15.11.2023,1393 ,"
На трассах Карелии установлены 5 новых передвижных комплексов фотофиксации нарушений ПДД. Об этом сообщает пресс-служба Минтранса республики.
Новые передвижные комплексы распознают грузовые автомобили и фиксируют их скорость в соответствии с установленным для них ограничением. На сегодня контроль скорости грузовых автомобилей необходим, так как с участием грузовиков происходит каждое шестое ДТП в республике.
Новые передвижные комплексы в основном используются на федеральных дорогах для снижения количества происшествий с тяжкими последствиями.
Сегодня в системе фотовидеофиксации в республике задействовано 142 комплекса. До конца ноября запланирована поставка ещё 7 аналогичных комплексов.
Мероприятия по повышению безопасности дорожного движения будут продолжены на дорогах региона.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/prognoz-pogody-po-karelii-na-16-noyabrya-2/,Погода,Прогноз погоды по Карелии на 16 ноября,Атмосферное давление в Петрозаводске будет расти и составит 753 мм рт. ст.,15.11.2023,652 ,"
Прогноз погоды по Петрозаводску и городам Карелии на 16.11.2023 по данным центра «Фобос».
Ночью в республике облачно с прояснениями, без существенных осадков. Днем также облачно с прояснениями, без существенных осадков. Ветер северо-западный 3-8 м/c.
Атмосферное давление в Петрозаводске будет расти и составит 753 мм рт. ст.
Солнечная активность умеренная, геомагнитное поле неустойчивое.

"
https://tv-karelia.ru/na-onezhskom-sudostroitelnom-sudoremontnom-zavode-nachali-stroit-ledokol/,Общество,На Онежском судостроительном-судоремонтном заводе начали строить ледокол,"Для жизни и отдыха экипажа из 12 человек на судне предусмотрены столовая, сауна, спорткаюта, прачечная, а также помещения для размещения специального персонала. ",15.11.2023,654 ,"
На Онежском судостроительном-судоремонтном заводе началось строительство ледокола. Об этом сообщает официальный интернет-портал Республики Карелия.
Старт торжественной церемонии закладки киля будущего судна дал Премьер-министр Правительства РФ. Он специально подключился в режиме прямой трансляции с проходящего в Москве форума «Транспорт России».
Мелкосидящий ледокол проекта 22740М предназначен для эксплуатации в Балтийском, Белом, Азовском, Каспийском морях и на внутренних водных путях, но при необходимости готов к работе и в других морских бассейнах.
Судно будет использоваться для обеспечения зимней навигации, проводки караванов, буксировки судов и других плавучих сооружений в ледовых условиях и на чистой воде, а также для решения других задач по обслуживанию акватории портов и инфраструктуры.
Для жизни и отдыха экипажа из 12 человек на судне предусмотрены столовая, сауна, спорткаюта, прачечная, а также помещения для размещения специального персонала.
Фото: Фото: Управление пресс-службы Главы Республики Карелия
"
https://tv-karelia.ru/devochka-vypavshaya-iz-okna-mnogoetazhnogo-doma-v-petrozavodske-prishla-v-soznanie/,Происшествия,"Девочка, выпавшая из окна многоэтажного дома в Петрозаводске, пришла в сознание",Ей предстоит длительное лечение и множество сложных операций. ,15.11.2023,4072 ,"
Министр здравоохранения Карелии Михаил Охлопков сообщил о состоянии 13-летней девочки, которая вечером 29 октября выпала из окна многоэтажки на улице Энтузиастов в Петрозаводске.
Сейчас ребенок находится в Национальном медицинском исследовательском центре травматологии и ортопедии им. Г.И. Турнера в Санкт Петербурге. Ее доставили туда из Республиканской больницы скорой и экстренной медицинской помощи вертолетом санавиации.
Девочка перенесла несколько хирургических операций, прошла интенсивную терапию. Сейчас она пришла в сознание, может говорить и двигать руками.
«План её лечения разработан лучшими специалистами центра им. Г.И. Турнера: травматологами-ортопедами, нейрохирургами, неврологами. Эта история стала свидетельством слаженной работы медиков. Для спасения ребёнка они действовали как сплоченная команда. Лечение будет длительным, впереди ещё множество сложных операций. Но самое главное – девочка будет жить», — написал на своей странице в соцсети Михаил Охлопков.
Ниже на видео —  сообщение руководителя Федерального центра детской травматологии НМИЦ им. Г. И. Турнера Минздрава России Вячеслава Зорина.

"
https://tv-karelia.ru/v-petrozavodske-projdet-festival-detskih-komand-kvn/,Общество,В Петрозаводске пройдет Фестиваль детских команд КВН,"За Кубок главы Петрозаводска будут бороться участники из столицы и районов Карелии, а также гости из Санкт-Петербурга, Ленинградской и Брянской областей.",15.11.2023,314 ,"
18 ноября в Петрозаводске состоится Фестиваль детских команд КВН, сообщает Администрация карельской столицы.
За Кубок главы Петрозаводска будут бороться участники из столицы и районов Карелии, а также гости из Санкт-Петербурга, Ленинградской и Брянской областей.
Соревнования пройдут в ДК «Машиностроитель» (наб. Варкауса, д. 11). Вход свободный. Подробности можно узнать у организаторов по телефонам: +7-981-402-46-36 и +7-953-531-51-13, а также по электронной почте: [email protected].

"
https://tv-karelia.ru/molodoj-avtostoper-zabralsya-v-chuzhoj-dom-v-derevne-v-prionezhe/,Происшествия,Молодой автостопер забрался в чужой дом в деревне в Прионежье,22-летний житель Петрозаводска решил похитить из жилища теплую одежду и добраться до Сортавальского района на попутках.,15.11.2023,468 ,"
В полицию Прионежского района с заявлением обратился местный житель — он сообщил, что при возвращении к себе домой обнаружил пропажу куртки, шапки и двух свитеров.
Сотрудники ведомства нашли подозреваемого в краже. Им оказался 22-летний житель Петрозаводска.
Молодой человек рассказал, что добирался до Приладожья автостопом. В одной из прионежских деревень, вдоль которой проходил его пеший путь, фигурант обратил внимание на дом возле дороги. Окно в нём было неплотно закрыто, внутри — никого. Недолго думая, гражданин проник в помещение.
Там он нашёл мужскую одежду и тут же переоделся, оставив хозяину свои брюки и беспорядок. После этого молодой человека автостопом добрался до Сортавальского района, где его и задержали сотрудники полиции.
По факту кражи возбуждено уголовное дело. За кражу с незаконным проникновением в жилище подозреваемому грозит до шести лет лишения свободы.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/vrach-odnoj-iz-petrozavodskih-bolnicz-perevela-moshennikam-pochti-million-rublej/,Происшествия,Врач одной из петрозаводских больниц перевела мошенникам почти миллион рублей,Аферисты использовали известную схему обмана.,15.11.2023,473 ,"
40-летняя петрозаводчанка стала жертвой известной мошеннической схемы, сообщает МВД Карелии.
Женщине написал в мессенджере якобы один из руководителей её медучреждения и предупредил о предстоящем звонке от сотрудника силового ведомства. Через некоторое время ей позвонили и сообщили, что некие мошенники получили доступ к ее личному кабинету и пытаются оформить кредит. По словам псевдосиловика, чтобы не дать аферистам перевести все кредитные средства за рубеж,  женщина должна была самостоятельно оформить кредит в размере 1 000 000 рублей и перевести деньги на «безопасный» счет. Времени опомниться и поговорить с близкими горожанке не дали, и в результате встревоженная женщина последовала совету и перевела почти миллион рублей на продиктованные ей номера счетов. Последние две купюры номиналом 5 000 рублей терминал самообслуживания вернул клиентке.
Вечером женщина рассказала о произошедшем супругу, который сразу же посоветовал обратиться в полицию.
В настоящее время  возбуждено уголовное дело по статье «мошенничество».
Фото: ГТРК Карелия
 
"
https://tv-karelia.ru/v-medvezhegorskom-rajone-zastrelili-volka-kotoryj-napal-na-sobaku/,Происшествия,"В Медвежьегорском районе застрелили волка, который напал на собаку","Минприроды Карелии напоминает: если вы стали свидетелем выхода хищников в населенные пункты, незамедлительно сообщите по телефону +7(921)222-05-25.",15.11.2023,548 ,"
В Медвежьегорском районе был ликвидирован волк, пугающий местных жителей, сообщает Минприроды Карелии.
14 ноября около 19:00 в Медвежьегорске в районе улицы Магистральной волк попытался утащить собаку. Сигнал об этом поступил в отдел государственного охотничьего надзора и Минприроды Карелии.
Старший государственный инспектор по Медвежьегорскому району вызвал двух опытных охотников, у которых было разрешение на добычу волка. Они проверили близлежащие улицы и обнаружили следы волка, которые вели в лесной массив.
Охотникам удалось в течение нескольких часов выследить волка в лесу и добыть его в общедоступных охотничьих угодьях.
Минприроды Карелии напоминает: если вы стали свидетелем выхода хищников в населенные пункты, незамедлительно сообщите по телефону +7(921)222-05-25.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/nastoyashhaya-zima-ustanavlivaetsya-v-karelii/,Погода,Настоящая зима устанавливается в Карелии,"Синоптики также рассказали, когда в Карелию придут морозы.",15.11.2023,1488 ,"
В понедельник, 13 ноября, в Карелию пришла настоящая зима со снегом. Как рассказали в карельском Гидрометцентре, до четверга в регионе будет стоять погода ниже нормы на 1-2 градуса.
Температура составит на юге от -3 до -7 градусов, по северным районам — от -6 до -12 в течение суток.
С четверга погодная инициатива перейдет к Скандинавскому антициклону, с ростом атмосферного давления осадки прекратятся, а температура еще понизится. В ночные часы до -8, -13, на севере до -18, -21. Днем не превысит -4, -9, на севере -8, -13 — и это будет уже на 4-6℃ ниже климата.
По предварительным прогнозам, до конца ноября оттепельные вторжения маловероятны, и выпавший снег уже не растает, а в третьей декаде его еще и прибавится.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-petrozavodske-trollejbusy-%e2%84%96-3-i-8-vozvrashhayutsya-na-privychnye-marshruty/,Общество,В Петрозаводске троллейбусы № 3 и 8 возвращаются на привычные маршруты,Движение электротранспорта скорректировали после окончания реконструкции Путейского моста на улице Антикайнена.,15.11.2023,492 ,"
С 16 ноября в Петрозаводске возобновится движение троллейбусов по ранее действовавшим маршрутам №3 и №8. Изменения связаны с окончанием реконструкции Путейского моста на улице Антикайнена, сообщила городская мэрия со ссылкой на ПМУП «Городской транспорт».
Так, троллейбус № 3 будет следовать по маршруту:
Конечная станция «Заводская» – Заводская улица – Первомайский проспект – улица Антикайнена – проспект Ленина – площадь Гагарина – Красноармейская улица – Комсомольский проспект – проспект Александра Невского – улица Луначарского – улица Радищева – улица Ригачина – Конечная станция «Хлебокомбинат» – улица Чернышевского – улица Луначарского – проспект Александра Невского – Комсомольский проспект – Красноармейская улица – площадь Гагарина – проспект Ленина – улица Антикайнена – Первомайский проспект – Заводская улица – Конечная станция «Заводская».
Троллейбус № 8 будет следовать по маршруту:
Конечная станция «Заводская» – Заводская улица – Первомайский проспект – улица Антикайнена – проспект Ленина – площадь Гагарина – улица Шотмана – улица Чапаева – Лесной проспект – Лососинское шоссе – Конечная станция «Хейкконена» – Лососинское шоссе – Лесной проспект – улица Чапаева – улица Шотмана – площадь Гагарина – проспект Ленина – улица Антикайнена – Первомайский проспект – Заводская улица – Конечная станция «Заводская».
Троллейбус № 5 следует без изменений.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-karelii-troe-sborshhikov-yagod-ukrali-u-mestnogo-zhitelya-naduvnuyu-lodku/,Происшествия,В Карелии трое сборщиков ягод украли у местного жителя надувную лодку,Похитителям грозит наказание до 5 лет лишения свободы.,15.11.2023,313 ,"
В Муезерском районе завершено расследование уголовного дела о краже: у жителя одного из поселков была украдена с участка надувная лодка. Сумма ущерба составила около 20 000 рублей.
В пресс-службе МВД Карелии рассказали, что полицейские по горячим следам установили похитителей. Ими оказались двое братьев 38 и 40 лет, а также их 25-летний знакомый. Мужчины приехали в поселок на заработки – собирать дикорастущие ягоды.
В один из дней после совместного распития алкоголя друзья отправились гулять по поселку и заметили в одном из дворов надувную лодку, оставленную местным жителем после рыбалки. Они решили ее похитить и впоследствии сбыть, а деньги разделить поровну. Обсудив план действий, мужчины договорились, что один из них будет стоять у забора и следить за обстановкой, а двое пройдут на участок и вынесут лодку со двора. Они сняли с лодки весла и другие принадлежности, сдули и свернули ее и перекинули похищенное через забор.
Хозяин лодки обратился в полицию с заявлением о краже. В течение суток полицейские обнаружили украденное имущество в кустах за домом, где временно проживали похитители. Обвиняемые дали признательные показания и раскаялись в содеянном.
Похищенное имущество возвращено законному владельцу. Обвиняемым грозит наказание до 5 лет лишения свободы.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-kondopoge-avtomobil-sbil-pozhiluyu-zhenshhinu/,Происшествия,В Кондопоге автомобиль сбил пожилую женщину,Пенсионерка получила травмы и была доставлена в лечебное учреждение.,15.11.2023,1920 ,"
14 октября около 11:00 в Кондопоге на улице Пролетарской в ДТП пострадал пешеход, сообщает пресс-служба Госавтоинспекции Карелии.
76-летний водитель автомобиля «ВАЗ» сбил 67-летнюю женщину, которая пересекала проезжую часть вне пешеходного перехода.
В результате пенсионерка получила травмы и была доставлена в лечебное учреждение. По факту ДТП проводится проверка.
Фото: Госавтоинспекция Карелии
"
https://tv-karelia.ru/v-petrozavodske-za-nedelyu-vyyavili-27-narushenij-pri-uborke-snega/,Общество,В Петрозаводске за неделю выявили 27 нарушений при уборке снега,За прошлую неделю управляющие организации исправили 85 нарушений.,14.11.2023,373 ,"
За прошлую неделю сотрудники МКУ «Служба заказчика» выявили 48 нарушений в содержании многоквартирных домов. Об этом сообщает пресс-служба администрации столицы республики.
Из них 27 относятся к уборке снега, а 13 – к ненадлежащему обслуживанию общего имущества. Кроме того, часть нарушений связана с содержанием фасадов, открытыми чердаками и подвалами, неисправностями на сетях электро- и водоснабжения.
Направлено 41 уведомление о необходимости устранения выявленных нарушений. Если ситуация не будет исправлена, информацию передадут в Государственный комитет РК  по строительному, жилищному и дорожному надзору для принятия мер административного воздействия.
Напомним, за прошлую неделю управляющие организации исправили 85 нарушений, выявленных ранее.
Сообщить о ненадлежащем качестве уборки дворов и содержании внутридомовой инфраструктуры горожане могут в Единую дежурно-диспетчерскую службу по круглосуточному телефону – 051.
Фото: ГТРК «Карелия»
"
https://tv-karelia.ru/prognoz-pogody-po-karelii-na-15-noyabrya-2/,Погода,Прогноз погоды по Карелии на 15 ноября,"Солнечная активность умеренная, геомагнитное поле неустойчивое.",14.11.2023,647 ,"
Прогноз погоды по Петрозаводску и городам Карелии на 15.11.2023 по данным центра «Фобос».
Ночью в республике облачно, небольшой снег. Днем также облачно, небольшой снег. Ветер северный 4-9 м/c.
Атмосферное давление в Петрозаводске будет расти и составит 746 мм рт. ст.
Солнечная активность умеренная, геомагнитное поле неустойчивое.

"
https://tv-karelia.ru/karelskij-inzhener-osuzhden-za-podkup/,Происшествия,Карельский инженер осужден за подкуп,Он получил деньги за прием объектов теплоснабжения без проведения испытания оборудования на прочность.,14.11.2023,430 ,"
Вынесен приговор бывшему инженеру теплоснабжающей организации в получении коммерческого подкупа. Об этом сообщает пресс-служба Следкома республики.
36-летний мужчина признан виновным в совершении двух преступлений, предусмотренных п. «в», ч. 7 ст. 204 УК РФ (получение коммерческого подкупа за совершение незаконных действий, бездействие в значительном размере).
Установлено, что в 2021 и 2022 годах инженер ресурсоснабжающей организации дважды получил от управляющей компании денежные средства в сумме 40 000 и 25 000 рублей за подписание актов приемки объектов теплоснабжения в Пряжинском районе без проведения испытания оборудования теплопотребления на прочность и без проверки качества воды на объектах.
Приговором суда подсудимому назначено наказание в виде лишения свободы на срок 5 лет 6 месяцев условно с испытательным сроком 3 года.

"
https://tv-karelia.ru/pensionery-iz-pitkyaranskogo-rajona-stali-zhertvami-moshennikov/,Происшествия,Пенсионеры из Питкяранского района стали жертвами мошенников,Обманным путем у них похитили 600 тысяч рублей.,14.11.2023,531 ,"
В Питкярантском районе пожилая супружеская пара стала жертвами мошенников. Подробности рассказали в МВД Карелии.
74-летней жительнице Питкяранты позвонили якобы из банка и сообщили, что на ее имя кто-то оформил три кредита. К разговору подключились «сотрудники службы безопасности» и «полицейские», которые просили содействия в поимке злоумышленника. Чтобы его вычислить, женщине следовало поехать в Сортавалу и оформить кредиты на себя.  Она согласилась и муж отвез ее в нужный пункт. Пенсионерка оформила кредит в 200 000 рублей и перевела на счет, который ей продиктовали. Через некоторое время аферисты убедили взять кредит на такую же сумму, но уже в  другом  банке.
После этого мошенники переключились на супруга женщины, который якобы тоже  оказался жертвой преступников. Используя те же методы убеждения, аферисты вынудили отправиться за кредитом в банк и его. В итоге взволнованные пенсионеры решили рассказать о произошедшем родственникам. Те сразу распознали обман.
В настоящее время полицейские выясняют все обстоятельства произошедшего. По заявлению о мошенничестве проводится проверка. Сумма ущерба составила 600 тысяч рублей.
Фото: ГТРК Карелия
"
https://tv-karelia.ru/v-ministerstve-obrazovaniya-i-sporta-karelii-rasskazali-o-hode-stroitelstva-biatlonnogo-kompleksa-v-kostomukshe/,Спорт,В Министерстве образования и спорта Карелии рассказали о ходе строительства биатлонного комплекса в Костомукше...,Новый спортивный объект введут в эксплуатацию в апреле 2024 года.,14.11.2023,420 ,"
В Министерстве образования и спорта республики рассказали о ходе реконструкции лыжно-биатлонного комплекса в Костомукше.
Так, здание состоит из двух блоков, объединённых на уровне второго этажа тёплым переходом. В блоке №1 будет расположен пункт проката лыж, тренажерный зал с раздевалками, кабинет первой медицинской помощи. На втором этаже планируются административные помещения, учебный класс, сообщает паблик «Спорт — норма жизни». Блок №2 предназначен для размещения спортсменов, тренеров и для подготовки инвентаря к стартам.
Сейчас рабочие начали устройство электросетей и приступают к внутренней отделке помещений. Завершено благоустройство прилегающей территории.
Уже в апреле 2024 года в Костомукше планируется проведение «Соревнований по биатлону на призы Главы Республики Карелия — финала Кубка Анны Богалий». Поэтому к апрелю новый спортивный объект введут в эксплуатацию.
Фото: паблик «Спорт — норма жизни Карелия»
Фото: паблик «Спорт — норма жизни Карелия»
"
https://tv-karelia.ru/delegacziya-dobrovolczev-iz-karelii-budet-pomogat-na-igrah-budushhego/,Общество,Делегация добровольцев из Карелии будет помогать на «Играх будущего»,"Сегодня, 14 ноября, в Петрозаводске пройдет масштабная презентация волонтерской программы.",14.11.2023,319 ,"
В феврале Казань станет центром притяжения международных спортсменов физической и цифровой реальности, которые сразятся за титул лучших во всем мире. Помогать в соревнованиях мирового уровня будут около 2000 волонтеров, среди которых и делегация добровольцев из Карелии.
В марте этого года Карельский центр добровольчества стал одним из 30 центров и получил право набора и подготовки волонтеров к «Играм будущего». Сейчас центр ведет рекрутинговую кампанию по отбору кандидатов, которые войдут в 30 лучших и отправятся в феврале 2024 года в Казань.
Присоединиться к команде волонтеров можно до 1 декабря по ссылке.
В рамках финальной точки отсчета — 100 дней до турнира — в Петрозаводске пройдет масштабная презентация волонтерской программы. А по всей стране — открытый фиджитал урок. Присоединиться к трансляции можно 15 ноября по ссылке.
Лекторами Мероприятия станут представители фиджитал движения, в том числе серебряный призер вторых Фиджитал Игр Ярослав Кузьмичев, чемпион России по баскетболу 3х3, кандидат в Олимпийскую сборную России, капитан команды по фиджитал-баскетболу «Liga Pro Team» Шалва Шаташвили.
Фото: Центр развития добровольчества Карелии
"
